source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,source_categories,target_type,target_unit,target_data_type,target_categories,transformation_rule
dosenitratbl,fm_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_nitr2d1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_nitrw2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_nitrd1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_nitrw,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitrw2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_nitrd2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_nitrd3,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_nitr2d3,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_nitr2d3,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitrw2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitrd1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_nitr2d4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_nitrw2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitrw,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitr2d3,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitrd4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitr2d2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitrd4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,fm_nitrd1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_nitrd4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_nitrd1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitr2d1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitr2d1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_nitrw2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitrd1,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_nitr2d2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitr2d4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_nitr2d3,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_nitrd2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_nitrd4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_nitrd3,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_nitr2d2,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,fm_nitr2d4,1361711.0,21600316.0,rxnorm:4917,nitroglycerin,atc:c01da,organic nitrates,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
